Company,Ticker,Exchange,Yahoo,Closing Price
SDCL EDGE Acquisition Corporation,SEDA,NYSE,True,10.4
Seaboard Corp,SEB,AMEX,True,3792.79
Seabridge Gold Inc,SA,NYSE,True,13.65
Seabright,SEAB,NASDAQ,False,
SeaChange International Inc,SEAC,NASDAQ,True,9.13
Seacoast Banking Corporation of Florida,SBCF,NASDAQ,True,23.78
Seacoast Financial Services Corp,SCFS,NASDAQ,False,
Seacor Holdings Inc,CKH,NYSE,False,
SEACOR Marine Holdings Inc,SMHI,NYSE,True,9.6
Seadrill Ltd,SDRL,NYSE,True,36.59
Seadrill Partners LLC,SDLP,NYSE,False,
Seagate Technology Holdings PLC,STX,NASDAQ,True,59.88
Seagen Inc,SGEN,NASDAQ,True,194.72
Sealed Air Corporation,SEE,NYSE,True,38.88
Seanergy Maritime Holdings Corp - Seanergy Maritime Holdings Corp Common Stock,SHIPD,NASDAQ,False,
Seanergy Maritime Holdings Corporation,SHIP,NASDAQ,True,4.42
Seaport Calibre Materials Acquisition Corporation,SCMA,NASDAQ,False,
Seaport Calibre Materials Acquisition Corporation,SCMAU,NASDAQ,False,
Seaport Global Acquisition Corporation,SGAM,NASDAQ,False,
Seaport Global Acquisition II Corporation,SGII,NASDAQ,True,10.36
Seaport Global Acquisition II Corporation,SGIIU,NASDAQ,True,10.45
Sears Holdings Corp. - Common Stock Ex-Distribution When-Issued,SHLDV,NASDAQ,False,
Sears Hometown and Outlet Stores Inc,SHOS,NASDAQ,False,
Seaspan Corporation,SSW,NYSE,False,
Seaspan Corporation,SSWA,NYSE,False,
SeaSpine Holdings Corporation,SPNE,NASDAQ,False,
SeaWorld Entertainment Inc,SEAS,NYSE,True,57.97
Second Sight Medical Products Inc,EYES,NASDAQ,False,
Secure Computing,SCUR,NASDAQ,False,
SecureWorks Corp,SCWX,NASDAQ,True,6.91
Security Bank,SBKC,NASDAQ,False,
Security BK & TR Bra,SYBN,NASDAQ,False,
Security National Financial Corporation,SNFCA,NASDAQ,True,8.45
Security With Advanced Technology,SWAT,NASDAQ,False,
Security With Advanced Technology - Warrant,SWATW,NASDAQ,False,
Seebeyond Technology Corp,SBYN,NASDAQ,False,
Seec,SEEC,NASDAQ,False,
Seelos Therapeutics Inc,SEEL,NASDAQ,True,0.9189
Seer Inc,SEER,NASDAQ,True,4.76
Segue Software,SEGU,NASDAQ,False,
SEI Investments Company,SEIC,NASDAQ,True,58.86
Select Bancorp Inc,SLCT,NASDAQ,False,
Select Energy Services Inc,WTTR,NYSE,True,7.84
Select Interior Concepts Inc,SIC,NASDAQ,True,14.49
Select Medical Holdings Corporation,SEM,NYSE,True,28.86
Selecta Biosciences Inc,SELB,NASDAQ,True,1.37
Selectica,SLTCD,NASDAQ,False,
Selective Insurance Group Inc,SIGI,NASDAQ,True,100.55
SelectQuote Inc,SLQT,NYSE,True,1.74
SELLAS Life Sciences Group Inc,SLS,NASDAQ,True,1.71
Sema4 Holdings Corporation,SMFR,NASDAQ,False,
SemGroup Corporation,SEMG,NYSE,False,
Semier Scientific Inc,SMLR,NASDAQ,True,26.82
SemiLEDS Corporation,LEDS,NASDAQ,True,2.54
Seminis,SMNS,NASDAQ,False,
Semitool,SMTL,NASDAQ,False,
Semper Paratus Acquisition Coporation,LGST,NASDAQ,True,10.5
Semper Paratus Acquisition Coporation,LGSTU,NASDAQ,True,10.51
Sempra,SRE,NYSE,True,149.09
Sempra,SREA,NYSE,True,24.4
SEMrush Holdings Inc,SEMR,NYSE,True,7.46
Semtech Corp,SMTC,NASDAQ,True,23.52
Sendas Distribuidora SA,ASAI,NYSE,True,12.79
Seneca Biopharma Inc,SNCA,NASDAQ,False,
Seneca Foods Corp,SENEA,NASDAQ,True,49.22
Seneca Foods Corp,SENEB,NASDAQ,True,49.7
SenesTech Inc,SNES,NASDAQ,True,1.34
Senior Connect Acquisition Corporation I,SNRH,NASDAQ,True,10.04
Senior Housing Properties Trust,SNH,NASDAQ,False,
Senior Housing Properties Trust,SNHNL,NASDAQ,False,
Senior Housing Properties Trust,SNHVV,NASDAQ,False,
Senmiao Technology Ltd,AIHS,NASDAQ,True,0.77
Senorx,SENO,NASDAQ,False,
Sensata Technologies Holding PLC,ST,NYSE,True,43.84
Sensei Biotherapeutics Inc,SNSE,NASDAQ,True,1.39
Senseonics Holdings Inc,SENS,AMEX,True,0.7361
Senseonics Holdings Inc,SENS,AMEX,True,0.7361
Sensient Technologies Corp,SXT,NYSE,True,77.7
Senstar Technologies Ltd,SNT,NASDAQ,True,1.3382
Sensus Healthcare Inc,SRTS,NASDAQ,True,2.9
Sensus Healthcare Units,SRTSU,NASDAQ,False,
Sentage Holdings Inc,SNTG,NASDAQ,True,3.19
Sentigen,SGHL,NASDAQ,True,10.42
Sentinel Energy Services Inc,STNL,NASDAQ,False,
SentinelOne Inc,S,NYSE,True,14.92
Sepracor Inc.,SEPR,NASDAQ,False,
SeqLL Inc,SQL,NASDAQ,True,0.401
Sequans Communications SA,SQNS,NYSE,True,2.31
Sequenom,SQNM,NASDAQ,False,
Sequenom,SQNMD,NASDAQ,False,
Sequential Brands Group Inc,SQBG,NASDAQ,False,
Sera Prognostics Inc,SERA,NASDAQ,True,3.1
Seracare Life Sciences,SRLS,NASDAQ,False,
Seres Therapeutics Inc,MCRB,NASDAQ,True,5.6
Series A Shares,ROXA,AMEX,False,
Seritage Growth Properties,SRG,NYSE,True,8.58
Serologicals,SERO,NASDAQ,False,
Service Corp International Inc,SCI,NYSE,True,64.4
Service Properties Trust,SVC,NASDAQ,True,9.13
ServiceMaster Global Holdings Inc,SERV,NYSE,False,
ServiceNow Inc,NOW,NYSE,True,535.34
ServiceSource International Inc,SREV,NASDAQ,False,
ServisFirst Bancshares Inc,SFBS,NASDAQ,True,44.11
ServisFirst Bancshares Inc,SFBS,NYSE,True,44.11
Servotronics Inc,SVT,AMEX,True,12.01
Sesen Bio Inc,SESN,NASDAQ,False,
Seven Hills Realty Trust,SEVN,NASDAQ,True,9.75
Seven Oaks Acquisition Corporation,SVOK,NASDAQ,False,
Severn Bancorp Inc,SVBI,NASDAQ,False,
Sfbc,SFCC,NASDAQ,False,
SFL Corporation Ltd,SFL,NYSE,True,9.41
SG Blocks Inc,SGBX,NASDAQ,True,0.87
SGOCO Group Ltd,SGOC,NASDAQ,False,
Sgx Pharmaceuticals,SGXP,NASDAQ,False,
Shake Shack Inc,SHAK,NYSE,True,69.05
Shamir Optical Industry Ltd.,SHMR,NASDAQ,False,
Shanda Interactive Entertainment Limited ADS,SNDA,NASDAQ,True,9.51
Shapeways Holdings Inc,SHPW,NYSE,True,0.4699
Sharecare Inc,SHCR,NASDAQ,True,1.63
Sharper Image Corp,SHRP,NASDAQ,False,
SharpLink Gaming Ltd,SBET,NASDAQ,True,2.96
Sharps Compliance Corp,SMED,NASDAQ,False,
SharpSpring Inc,SHSP,NASDAQ,False,
Shattuck Labs Inc,STTK,NASDAQ,True,2.905
Shaw Communications Inc,SJR,NYSE,False,
Shell Midstream Partners LP,SHLX,NYSE,False,
Shelter Acquisition Corporation I,SHQA,NASDAQ,False,
Shenandoah Telecommunications Company,SHEN,NASDAQ,True,20.56
Sherwin Williams,SHW,NYSE,True,243.25
Shfl Entertainment,SHFL,NASDAQ,False,
Shift Technologies Inc,SFT,NASDAQ,True,1.9
Shift4 Payments Inc,FOUR,NYSE,True,66.74
ShiftPixy Inc,PIXY,NASDAQ,True,2.43
Shiloh Industries Inc,SHLO,NASDAQ,False,
Shineco Inc,SISI,NASDAQ,True,0.47
Shineco Inc,TYHT,NASDAQ,False,
Shire Plc ADS,SHPG,NASDAQ,False,
Shire Plc ADS,SHPGY,NASDAQ,False,
Shoals Technologies Group Inc,SHLS,NASDAQ,True,24.47
ShockWave Medical Inc,SWAV,NASDAQ,True,288.32
Shoe Carnival Inc,SCVL,NASDAQ,True,22.46
Shoe Pavilion,SHOE,NASDAQ,False,
Shopify Inc,SHOP,NYSE,True,59.28
Shore Bancshares Inc,SHBI,NASDAQ,True,12.16
Shore Finance Corp,SHBK,NASDAQ,False,
Shoretel,SHOR,NASDAQ,False,
ShotSpotter Inc,SSTI,NASDAQ,True,23.7
Shutterfly Inc,SFLY,NASDAQ,False,
Shutterstock Inc,SSTK,NYSE,True,49.76
Shyft Group Inc,SHYF,NASDAQ,True,26.5
SI BONE Inc,SIBN,NASDAQ,True,27.48
SI Financial Grp.,SIFI,NASDAQ,True,42.9156
SI Financial Grp.,SIFID,NASDAQ,False,
Sibanye Stillwater,SBSW,NYSE,True,7.34
Sibanye Stillwater,SBGL,NYSE,False,
Sidewinder Explo,SIDE,NASDAQ,False,
Sidus Space Inc,SIDU,NASDAQ,True,0.185
Siebel Systems,SEBL,NASDAQ,False,
Siebert Financial Corporation,SIEB,NASDAQ,True,2.68
Sienna Biopharmaceuticals Inc,SNNA,NASDAQ,False,
Sientra Inc,SIEN,NASDAQ,True,1.74
Sierra Bancorp,BSRR,NASDAQ,True,17.22
Sierra Lake Acqusition Corporation,SIER,NASDAQ,False,
Sierra Lake Acqusition Corporation,SIERU,NASDAQ,False,
Sierra Metals Inc,SMTS,AMEX,False,
Sierra Natl BK Tehachapi Calif,SIRT,NASDAQ,False,
Sierra Oncology Inc,SRRA,NASDAQ,False,
Sierra Wireless Inc,SWIR,NASDAQ,False,
Sifco Industries Inc,SIF,AMEX,True,2.68
Siga Technologies Inc,SIGA,NASDAQ,True,5.83
Sight Sciences Inc,SGHT,NASDAQ,True,7.95
Sigilon Therapeutics Inc,SGTX,NASDAQ,True,4.32
Sigma Labs Inc,SGLB,NASDAQ,False,
Sigma Lithium Corporation,SGML,NASDAQ,True,41.535
Sigmatel,SGTL,NASDAQ,False,
Sigmatron International Inc,SGMA,NASDAQ,True,3.59
SIGNA Sports United NV,SSU,NYSE,True,3.05
Signature Bank,SBNY,NASDAQ,True,0.12
Signet Jewelers Ltd,SIG,NYSE,True,62.11
Signify Health Inc,SGFY,NYSE,False,
Silgan Holdings Inc,SLGN,NASDAQ,True,47.88
Silica Holdings Inc,SLCA,NYSE,True,13.15
Silicom Ltd,SILC,NASDAQ,True,36.0
Silicon Graphics,SGIC,NASDAQ,True,0.66
Silicon Graphics International Corp,SGI,NASDAQ,False,
Silicon Labs,SLAB,NASDAQ,True,151.94
Siliconix Incorporated - Common Stock,SILI,NASDAQ,False,
Silk Road Medical Inc,SILK,NASDAQ,True,31.43
Silver Crest Acquisition Corporation,SLCR,NASDAQ,False,
Silver Crest Acquisition Corporation,SLCRU,NASDAQ,False,
Silver Spike Acquisition Corporation,SSPK,NASDAQ,False,
Silver Spike Acquisition Corporation II,SPKB,NASDAQ,False,
Silver Spike Investment Corporation,SSIC,NASDAQ,True,8.26
Silverback Therapeutics Inc,SBTX,NASDAQ,False,
SilverBow Resources Inc,SBOW,NYSE,True,26.93
SilverBox Engaged Merger Corporation I,SBEA,NASDAQ,False,
Silvercorp Metals Inc,SVM,AMEX,True,3.1375
Silvercrest Asset Management Group Inc,SAMG,NASDAQ,True,20.34
SilverCrest Metals Inc,SILV,AMEX,True,6.41
Silvergate Capital Corporation,SI,NYSE,True,1.24
Silverleaf Resorts,SVLF,NASDAQ,False,
SilverSPAC Inc,SLVR,NASDAQ,True,10.35
Silverstar Holdings Ltd,SSTR,NASDAQ,False,
SilverSun Technologies Inc,SSNT,NASDAQ,True,3.115
Similarweb Ltd,SMWB,NYSE,True,6.75
Simmons First National Corporation,SFNC,NASDAQ,True,18.62
Simon Property Group Acquisition Holdings Inc,SPGS,NYSE,False,
Simon Property Group Inc,SPG,NYSE,True,109.71
Simplicity Bancorp,KFFG,NASDAQ,False,
Simply Good Foods Company,SMPL,NASDAQ,True,35.88
Simpson Manufacturing Co Inc,SSD,NYSE,True,130.39
Sims Total Return FD Com,PTFDX,NASDAQ,False,
Simtek Corp,SMTK,NASDAQ,True,0.09
Simulations Plus Inc,SLP,NASDAQ,True,46.82
SINA com,SINA,NASDAQ,False,
Sinclair Broadcast Group Inc,SBGI,NASDAQ,True,16.14
Singular Genomics Systems Inc,OMIC,NASDAQ,True,0.8374
Singularity Future Technology Ltd,SGLY,NASDAQ,True,0.4736
Sino Global Shipping America Ltd,SINO,NASDAQ,False,
Sinoenergy New Com,SNEN,NASDAQ,False,
Sinopec Shanghai Petrochemical Co Ltd,SHI,NYSE,False,
Sinotech,CTE,NASDAQ,False,
Sinovac Biotech Ltd,SVA,NASDAQ,True,6.47
SiNtx Technologies Inc,SINT,NASDAQ,True,1.63
Sio Gene Therapies Inc,SIOX,NASDAQ,True,0.40395
Sirf Technology,SIRF,NASDAQ,False,
Sirius International Insurance Group Ltd,SG,NASDAQ,True,10.92
Sirius XM Holdings Inc,SIRI,NASDAQ,True,3.88
Sirius XM Holdings Inc,SIRI,NASDAQ,True,3.88
SiriusPoint Ltd,SPNT,NYSE,True,9.24
Sirna Therapeutics,RNAI,NASDAQ,False,
SITE Centers Corp,SITC,NYSE,True,13.21
SiteOne Landscape Supply Inc,SITE,NYSE,True,150.06
SiTime Corporation,SITM,NASDAQ,True,109.59
SITO Mobile Ltd,SITO,NASDAQ,False,
Six Flags Entertainment Corporation,SIX,NYSE,True,27.29
Sixth Street Specialty Lending Inc,TSLX,NYSE,True,18.93
Siyata Mobile Inc,SYTA,NASDAQ,True,0.105
Siyata Mobile Inc,SYTA,NASDAQ,True,0.105
Sizmek Inc.,SZMK,NASDAQ,False,
Sizzle Acquisition Corporation,SZZLU,NASDAQ,True,10.66
SJW Group,SJW,NYSE,True,75.88
SK Telecom Co Ltd,SKM,NYSE,True,21.29
Skechers USA,SKX,NYSE,True,53.61
Skeena Resources Ltd,SKE,NYSE,True,5.05
Skibo Financial,SKBO,NASDAQ,False,
Skillful Craftsman Education Technology Ltd,EDTK,NASDAQ,True,1.55
Skillsoft Corp,SKIL,NYSE,True,1.44
Skillsoft Plc,SKIL,NASDAQ,True,1.44
Skillz Inc,SKLZ,NYSE,True,0.5599
Skillz Inc,SKLZ,NYSE,True,0.5599
Skinmedica,SKMD,NASDAQ,False,
Skullcandy,SKUL,NASDAQ,False,
Skydeck Acquisition Corporation,SKYA,NASDAQ,True,10.25
Skydeck Acquisition Corporation,SKYAU,NASDAQ,True,10.1
Skyepharma Plc ADS,SKYE,NASDAQ,True,0.016
Skylight Health Group Inc,SLHG,NASDAQ,False,
Skyline Champion Corporation,SKY,NYSE,True,63.86
Sky-Mobi Limited ADS,MOBI,NASDAQ,False,
Skystar Bio-Pharmaceutical Company,SKBID,NASDAQ,False,
SkyWater Technology Inc,SKYT,NASDAQ,True,9.56
SkyWest Inc,SKYW,NASDAQ,True,34.05
Skyworks Solutions Inc,SWKS,NASDAQ,True,105.26
SL Green Realty Corporation,SLG,NYSE,True,26.85
Slack Technologies Inc,WORK,NYSE,False,
Slam Corporation,SLAM,NASDAQ,True,10.55
Sleep Number Corporation,SNBR,NASDAQ,True,20.69
Sleep Number Corporation Com USD0.01,SCSS,NASDAQ,False,
Slm Corp. - Common Stock Ex-Distribution When-Issued,SLMVV,NASDAQ,False,
SLM Corporation,SLM,NASDAQ,True,17.35
SLR Investment Corporation,SLRC,NASDAQ,True,14.46
SLR Senior Investment Corporation,SUNS,NASDAQ,False,
SM Energy Company,SM,NYSE,True,29.54
Smaaash Entertainment Inc.,SMSH,NASDAQ,False,
Smart Balance Warrants,SMBLW,NASDAQ,False,
SMART Global Holdings Inc,SGH,NASDAQ,True,23.6
Smart Modular Technologies (Wwh),SMOD,NASDAQ,False,
Smart Sand Inc,SND,NASDAQ,True,1.59
Smart Technologies Inc.,SMT,NASDAQ,False,
SmartFinancial Inc,SMBK,NASDAQ,True,23.14
Smartheat Inc.,HEAT,NASDAQ,True,26.0973
Smartpros Ltd.,SPROW,NASDAQ,False,
SmartRent Inc,SMRT,NYSE,True,3.5
Smartsheet Inc,SMAR,NYSE,True,40.44
Smf Energy,FUELD,NASDAQ,False,
SmileDirectClub Inc,SDC,NASDAQ,True,0.4048
SmileDirectClub Inc,SDC,NASDAQ,True,0.4048
Smith & Wollensky Restr Grp,SWRG,NASDAQ,False,
Smith and Wesson Brands Inc,SWBI,NASDAQ,True,12.66
Smith and Wesson Brands Inc,SWBIV,NASDAQ,False,
Smith Micro Software Inc,SMSI,NASDAQ,True,1.205
Smith Midland Corporation,SMID,NASDAQ,True,18.54
Smithtown Bancorp,SMTB,NASDAQ,False,
Smithway,SMXC,NASDAQ,False,
SMTC Corporation,SMTX,NASDAQ,False,
Smurfit-Stone Cont Corp Pfs,SSCCP,NASDAQ,False,
Snap Inc,SNAP,NYSE,True,10.04
Snap Inc,SNAP,NYSE,True,10.04
Snap on Inc,SNA,NYSE,True,269.33
Snap One Holdings Corporation,SNPO,NASDAQ,True,9.68
Snb Bancshares,SNBJ,NASDAQ,False,
Snb Bancshares (Texas),SNBT,NASDAQ,False,
Snow Lake Resources Ltd,LITM,NASDAQ,True,2.52
Snowflake Inc,SNOW,NYSE,True,174.31
SOAR Technology Acquisition Corp,FLYA,NYSE,False,
Soaring Eagle Acquisition Corporation,SRNG,NASDAQ,False,
SOC Telemed Inc,TLMD,NASDAQ,False,
Social Capital Hedosophia Holdings Corp,IPOA,NYSE,False,
Social Capital Hedosophia Holdings Corp II,IPOB,NYSE,False,
Social Capital Hedosophia Holdings Corp III,IPOC,NYSE,False,
Social Capital Hedosophia Holdings Corp IV,IPOD,NYSE,False,
Social Capital Hedosophia Holdings Corp V,IPOE,NYSE,False,
Social Capital Hedosophia Holdings Corp VI,IPOF,NYSE,False,
Social Capital Suvretta Holdings Corporation I,DNAA,NASDAQ,False,
Social Capital Suvretta Holdings Corporation II,DNAB,NASDAQ,True,10.34
Social Capital Suvretta Holdings Corporation III,DNAC,NASDAQ,False,
Social Capital Suvretta Holdings Corporation IV,DNAD,NASDAQ,True,10.34
Social Leverage Acquisition Corp I,SLAC,NYSE,True,10.23
Sociedad Quimica y Minera de Chile SA,SQM,NYSE,True,71.15
Society Pass Inc,SOPA,NASDAQ,True,0.5915
Socket Mobile,SCKTD,NASDAQ,False,
Socket Mobile Inc,SCKT,NASDAQ,True,1.4
SoFi Technologies Inc,SOFI,NASDAQ,True,8.12
SoFi Technologies Inc,SOFI,NASDAQ,True,8.12
Software Acquisition Group Inc,SAQN,NASDAQ,False,
Software Acquisition Group Inc II,SAII,NASDAQ,False,
Software Acquisition Group Inc III,SWAG,NASDAQ,True,1.46
Sol Gel Technologies Ltd,SLGL,NASDAQ,True,3.41
Solarcity Corp.,SCTY,NASDAQ,True,0.005
SolarEdge Technologies Inc,SEDG,NASDAQ,True,285.4
Solarfun Power Holdings CO.,SOLF,NASDAQ,False,
Solaris Oilfield Infrastructure Inc,SOI,NYSE,True,8.57
SolarWinds Corporation,SWI,NYSE,True,9.83
Soleno Therapeutics Inc,SLNO,NASDAQ,True,6.0
Solexa,SLXA,NASDAQ,False,
Solid Biosciences Inc,SLDB,NASDAQ,True,6.32
Solid Power Inc,SLDP,NASDAQ,True,2.07
Soligenix Inc,SNGX,NASDAQ,True,0.7435
Solitario Zinc Corp,XPL,AMEX,True,0.5746
Soliton Inc,SOLY,NASDAQ,False,
Solo Brands Inc,DTC,NYSE,True,4.71
Solta Medical,SLTM,NASDAQ,False,
Soluna Holdings Inc,SLNH,NASDAQ,True,0.184
SomaLogic Inc,SLGC,NASDAQ,True,2.74
Somaxon Pharmaceuticals,SOMX,NASDAQ,False,
Somera Communications,SMRAD,NASDAQ,False,
Somera Communications,SMRA,NASDAQ,False,
Somerset Hills Bancorp,SOMH,NASDAQ,False,
Somerset Hills Bancorp Wts,SOMHW,NASDAQ,False,
Sonendo Inc,SONX,NYSE,True,1.21
Sonesta International Hotels Corp.,SNSTA,NASDAQ,False,
Sonic Automotive Inc,SAH,NYSE,True,46.69
Sonic Foundry,SOFOD,NASDAQ,False,
Sonic Innovations,SNCI,NASDAQ,False,
Sonic Solutions,SNIC,NASDAQ,False,
Sonicwall,SNWL,NASDAQ,False,
Sonida Senior Living,SNDA,NYSE,True,9.51
Sonim Technologies Inc,SONM,NASDAQ,True,1.2
Sonnet BioTherapeutics Inc,SONN,NASDAQ,True,0.4872
Sono Group NV,SEV,NASDAQ,True,0.2496
Sono Tek Corporation,SOTK,NASDAQ,True,5.26
Sonoco Products Company,SON,NYSE,True,63.32
Sonoma Pharmaceuticals Inc,SNOA,NASDAQ,True,0.97
Sonos Inc,SONO,NASDAQ,True,15.99
Sontra Medical,SONTD,NASDAQ,False,
Sonus Pharmaceuticals,SNUS,NASDAQ,False,
Sophia Genetics SA,SOPH,NASDAQ,True,4.42
Sophiris Bio Inc,SPHS,NASDAQ,False,
SORL Auto Parts Inc,SORL,NASDAQ,False,
Sorrento Tech Com USD0.001,ROKA,NASDAQ,False,
Sorrento Therapeutics Inc,SRNE,NASDAQ,False,
Sotera Health Company,SHC,NASDAQ,True,14.69
Sothebys,BID,NYSE,False,
Sotherly Hotels Inc,SOHO,NASDAQ,True,1.96
Soulgate Inc.,SSR,NASDAQ,False,
Sound Federal Bancorp,SFFS,NASDAQ,False,
Sound Financial Bancorp Inc,SFBC,NASDAQ,True,36.24
Soundbite Communications,SDBT,NASDAQ,False,
Soundview Technology Grp.,SNDV,NASDAQ,False,
Source Capital Inc,SOR,NYSE,True,37.78
Source Interlink Companies,SORC,NASDAQ,False,
Sourcefire,FIRE,NASDAQ,False,
South Jersey Industries,SJISU,NYSE,False,
South Jersey Industries Inc,SJIJ,NYSE,False,
South Jersey Industries Inc,SJI,NYSE,False,
South Jersey Industries Inc,SJIV,NYSE,False,
South Mountain Merger Corporation,SMMC,NASDAQ,False,
South Plains Financial Inc,SPFI,NASDAQ,True,23.73
Southcoast Financial Corp.,SOCB,NASDAQ,False,
Southeastern Grocers Inc,SEGR,NYSE,False,
Southern Co,SO,NYSE,True,71.08
Southern Community Financial Corp.,SCMF,NASDAQ,False,
Southern Company,SOJC,NYSE,True,24.58
Southern Copper Corp,SCCO,NYSE,True,71.95
Southern First Bancshares Inc,SFST,NASDAQ,True,27.04
Southern Missouri Bancorp Inc,SMBC,NASDAQ,True,42.695
Southern National Bancorp of Virginia Inc,SONA,NASDAQ,False,
Southern Security Life Ins,SSLI,NASDAQ,False,
Southern States Bancshares Inc,SSBK,NASDAQ,True,21.4
Southside Bancshares Inc,SBSI,NASDAQ,True,28.99
SouthState Corporation,SSB,NASDAQ,True,70.92
Southwest Airlines Co,LUV,NYSE,True,30.59
Southwest Bancorp,OKSB,NASDAQ,False,
Southwest Gas Holdings Inc,SWX,NYSE,True,62.44
Southwest Georgia Financial Corp,SGB,AMEX,False,
Southwest Water,SWWC,NASDAQ,False,
Southwestern Energy,SWN,NYSE,True,5.32
Southwestern Energy,SWN,NYSE,True,5.32
Sovos Brands Inc,SOVO,NASDAQ,True,18.39
SP Plus Corporation,SP,NASDAQ,True,39.41
Spacehab,SPABD,NASDAQ,False,
Span-America Medical Systems,SPAN,NASDAQ,False,
Spanish Broadcasting System,SBSAD,NASDAQ,False,
Spansion,SPSN,NASDAQ,False,
Spar Group Inc,SGRP,NASDAQ,True,1.28
Spark Energy Inc,SPKE,NASDAQ,False,
Spark Therapeutics Inc,ONCE,NASDAQ,False,
Spartacus Acquisition Corporation,TMTS,NASDAQ,False,
Spartan Acquisition Corp II,SPRQ,NYSE,False,
Spartan Acquisition Corp II,SUNL,NYSE,True,0.4089
Spartan Energy Acquisition Corp,SPAQ,NYSE,True,96.695
Spartan Motors Inc,SPAR,NASDAQ,False,
SpartanNash Company,SPTN,NASDAQ,True,22.28
Spatialight,HDTV,NASDAQ,False,
Spdr Barclays Capital California Municipal Bond Etf,CXA,AMEX,False,
Spdr Barclays International High Yield Bond Etf,IJNK,AMEX,False,
SPDR Bloomberg High Yield Bond ETF,JNK,AMEX,True,91.59
SPDR Bloomberg Short Term High Yield Bond ETF,SJNK,AMEX,True,24.58
Spdr Bofa Merrill Emerging Markets Corporate Bond Etf,EMCD,AMEX,False,
SPDR DJ Industrial Average ETF Trust,DIA,AMEX,True,338.81
SPDR Gold Trust,GLD,AMEX,True,182.53
Spdr Msci EM 50 Etf,EMFT,AMEX,False,
Spdr Msci EM Beyond Bric Etf,EMBB,AMEX,False,
Spdr Msci South Korea Quality Mix Etf,QKOR,AMEX,False,
Spdr Msci Taiwan Quality Mix Etf,QTWN,AMEX,False,
Spdr Nuveen Barclays Build America Bond Etf,BABS,AMEX,False,
Spdr Nuveen Barclays New York Municipal Bond Etf,INY,AMEX,False,
Spdr Russell/Nomura Prime Japan Etf,JPP,AMEX,False,
Spdr Russell/Nomura Small Cap Japan Etf,JSC,AMEX,False,
SPDR S&P 500,SPY,AMEX,True,429.13
SPDR S&P Bank,KBE,AMEX,True,37.93
SPDR S&P Biotech,XBI,AMEX,True,88.12
Spdr S&P Bric 40 Etf,BIK,AMEX,False,
SPDR S&P Homebuilders,XHB,AMEX,True,75.01
Spdr S&P International Mid Cap Etf,MDD,AMEX,False,
SPDR S&P Oil and Gas Exploration and Production,XOP,AMEX,True,128.41
SPDR S&P Regional Banking,KRE,AMEX,True,44.06
Special Opportunities Fund Inc,SPE,NYSE,True,11.04
Special Opportunities Fund Inc. - Subscription Right,SPEFR,NASDAQ,False,
Special Opportunities Fund Inc. - Subscription Right When Issued,SPEFV,NASDAQ,False,
Specialty Underwriters Allianc,SUAI,NASDAQ,False,
Spectralink Corp,SLNK,NASDAQ,False,
Spectrum Brands Holdings Inc New,SPB,NYSE,True,74.75
Spectrum Pharmaceuticals Inc,SPPI,NASDAQ,True,1.05
Spectrum Signal Processing,SSPI,NASDAQ,False,
Speechworks International,SPWX,NASDAQ,False,
Speedus,SPDED,NASDAQ,False,
Speedway Motorsports Inc,TRK,NYSE,False,
Spero Therapeutics Inc,SPRO,NASDAQ,True,1.8
Sphere 3D Corporation,ANY,NASDAQ,True,0.3
Spherix Inc,SPEX,NASDAQ,False,
Spherix Incorporated,SPEXD,NASDAQ,False,
Spinal Elements Holdings Inc,SPEL,NASDAQ,False,
Spindletop Health Acquisition Corporation,SHCA,NASDAQ,False,
Spindletop Health Acquisition Corporation,SHCAU,NASDAQ,False,
Spire Global Inc,SPIR,NYSE,True,0.7158
Spire Inc,SR,NYSE,True,66.59
Spirit Aerosystems Holdings Inc,SPR,NYSE,True,30.95
Spirit Airlines Inc,SAVE,NYSE,True,15.55
Spirit MTA REIT,SMTA,NYSE,False,
Spirit of Texas Bancshares Inc,STXB,NASDAQ,False,
Spirit Realty Capital Inc,SRC,NYSE,True,39.75
SPK Acquisition Corporation,SPK,NASDAQ,False,
Splash Beverage Group Inc,SBEV,AMEX,True,1.04
Splunk Inc,SPLK,NASDAQ,True,98.85
Spok Holdings Inc,SPOK,NASDAQ,True,12.83
Sport Chalet,SPCH,NASDAQ,False,
Sport Supply Grp. Del,RBI,NASDAQ,False,
Sportrader Group AG,SRAD,NASDAQ,True,12.32
Sports Entertainment Acquisition Corp,SEAH,NYSE,False,
Sports Resorts International,SPRI,NASDAQ,False,
Sports Ventures Acquisition Corporation,AKIC,NASDAQ,False,
Sportsmans Guide,SGDE,NASDAQ,False,
Sportsmans Warehouse Holdings Inc,SPWH,NASDAQ,True,5.12
SportsMap Tech Acquisition Corporation,SMAP,NASDAQ,True,10.68
SportsMap Tech Acquisition Corporation,SMAPU,NASDAQ,True,10.89
SportsTek Acquisition Corporation,SPTK,NASDAQ,False,
Spotify Technology SA,SPOT,NYSE,True,149.47
Spreadtrum Communications - American Depositary Share Represents Three Ordinary Shares,SPRD,NASDAQ,False,
