Company,Ticker,Exchange,Yahoo,Closing Price
Jds Uniphase Corp,JDSUD,NASDAQ,False,
Jefferies Financial Group Inc,JEF,NYSE,True,31.61
Jefferson Bancshares,JFBI,NASDAQ,False,
Jeffersonville Bancorp,JFBC,NASDAQ,True,19.07
JELD WEN Holding Inc,JELD,NYSE,True,15.34
Jensyn Acquistion Corp.,JSYN,NASDAQ,False,
Jensyn Acquistion Corp. - Warrants,JSYNW,NASDAQ,False,
Jerash Holdings US Inc,JRSH,NASDAQ,True,4.22
Jernigan Capital Inc,JCAP,NYSE,False,
JetBlue Airways Corporation,JBLU,NASDAQ,True,7.42
JetBlue Airways Corporation,JBLU,NASDAQ,True,7.42
JetPay Corporation,UBPSU,NASDAQ,False,
Jewett Cameron Trading Company,JCTCF,NASDAQ,True,4.67
JFrog Ltd,FROG,NASDAQ,True,24.96
Jiayuan.Com International Ltd. ADS,DATE,NASDAQ,False,
Jinpan International Limited,JST,NASDAQ,False,
Jiuzi Holdings Inc,JZXN,NASDAQ,True,0.1647
Jive Software,JIVE,NASDAQ,False,
Jiya Acquisition Corporation,JYAC,NASDAQ,False,
Jlm Industries,JLMI,NASDAQ,False,
JM Smucker Company,SJM,NYSE,True,151.01
JMP Group Inc,JMPB,NYSE,False,
JMP Group LLC,JMPNZ,NASDAQ,False,
JMP Group LLC,JMPE,NYSE,False,
JMP Group LLC,JMP,NYSE,False,
Jni,JNIC,NASDAQ,False,
JOANN Inc,JOAN,NASDAQ,True,1.16
Joby Aviation Inc,JOBY,NYSE,True,6.26
JOFF Fintech Acquisition Corporation,JOFF,NASDAQ,False,
John B Sanfilippo and Son Inc,JBSS,NASDAQ,True,121.46
John Bean Technologies Corporation,JBT,NYSE,True,118.75
John Hancock Financial Opportunities Fund,BTO,NYSE,True,28.03
John Hancock Financial Trends Fund - Closed End Fund,JHFT,NASDAQ,False,
John Hancock Hedged Equity and Income Fund,HEQ,NYSE,True,10.28
John Hancock Income Security Trust,JHS,NYSE,True,10.781
John Hancock Investors Trust,JHI,NYSE,True,12.5648
John Hancock Premium Dividend Fund,PDT,NYSE,True,11.5725
John Hancock Tax Advantaged Dividend Income,HTD,NYSE,True,20.352
John Hancock Tax Advantaged Global Shareholder Yield Fund,HTY,NYSE,True,4.57
John Wiley & Sons,JWA,NYSE,False,
John Wiley & Sons,JWB,NYSE,False,
Johnson and Johnson,JNJ,NYSE,True,160.26
Johnson Controls International PLC,JCI,NYSE,True,63.55
Johnson Outdoors Inc,JOUT,NASDAQ,True,60.48
Joint Corp,JYNT,NASDAQ,True,13.36
Jones Lang LaSalle Inc,JLL,NYSE,True,151.46
Jos. A. Bank Clothiers,JOSB,NASDAQ,False,
Jounce Therapeutics Inc,JNCE,NASDAQ,True,1.88
Journal Media Grp.,JMG,NYSE,False,
Journey Medical Corporation,DERM,NASDAQ,True,1.77
Jowell Global Ltd,JWEL,NASDAQ,True,0.2144
Joy Global Inc.,JOYG,NASDAQ,False,
JP Morgan Chase and Co,JPM,NYSE,True,140.73
JP Morgan Chase and Co,JPM,NYSE,True,140.73
Juniper II Corp,JUN,NYSE,True,10.32
Juniper Industrial Holdings Inc,JIH,NYSE,False,
Juniper Networks Inc,JNPR,NYSE,True,30.06
Jupai Holdings Limited,JP,NYSE,False,
Jupiter Acquisition Corporation,JAQC,NASDAQ,True,10.21
Jupiter Wellness Acquisition Corporation,JWACU,NASDAQ,False,
Jupiter Wellness Inc,JUPW,NASDAQ,True,0.33
Jupiter Wellness Inc,JUPWW,NASDAQ,True,0.05
Jupitermedia,JUPM,NASDAQ,False,
Just Another Acquisition Corporation,JAAC,NASDAQ,False,
Just Energy Group Inc,JE,NYSE,False,
JX Luxventure Ltd,LLL,NASDAQ,False,
K V Pharma CL A,KVA,NYSE,False,
Kadant Inc,KAI,NYSE,True,214.87
Kadem Sustainable Impact Corporation,KSI,NASDAQ,False,
Kadmon Holdings Inc,KDMN,NASDAQ,False,
Kadmon Holdings Inc,KDMN,NYSE,False,
Kairos Acquisition Corporation,KAIR,NASDAQ,False,
Kairous Acquisition Corporation Ltd,KACLU,NASDAQ,True,11.0
Kaiser Aluminum Corporation,KALU,NASDAQ,True,69.08
Kaival Brands Innovations Group Inc,KAVL,NASDAQ,True,0.6179
Kaixin Auto Holdings,KXIN,NASDAQ,True,0.3211
Kala Pharmaceuticals Inc,KALA,NASDAQ,True,14.96
Kaleido Biosciences Inc,KLDO,NASDAQ,True,1e-06
Kaleyra Inc,KLR,AMEX,True,3.02
Kaleyra Inc,KLR,NYSE,True,3.02
Kaltura Inc,KLTR,NASDAQ,True,1.8
Kalvista Pharmaceuticals,CBYL,NASDAQ,False,
KalVista Pharmaceuticals Inc,KALV,NASDAQ,True,9.99
Kamada Ltd,KMDA,NASDAQ,True,5.14
Kaman,KAMNA,NASDAQ,False,
Kaman Corporation,KAMN,NYSE,True,23.48
Kanbay International,KBAY,NASDAQ,False,
Kandi Technolgies Group Inc,KNDI,NASDAQ,True,4.04
Kansas City Southern,KSU,NYSE,False,
Kapstone Paper & Packaging,KPPCW,NASDAQ,False,
Kapstone Paper And Packaging,KPPC,NASDAQ,False,
Kapstone Paper And Packaging Corp.,KS,NYSE,False,
Kapstone Paper Pack Wrt 09,KSPPW,NASDAQ,False,
Kapstone Paper Packaging Corp,KSPP,NASDAQ,False,
KAR Auction Services Inc,KAR,NYSE,True,15.55
Karat Packaging Inc,KRT,NASDAQ,True,16.08
Karooooo Ltd,KARO,NASDAQ,True,24.0
Karuna Therapeutics Inc,KRTX,NASDAQ,True,233.82
Karyopharm Therapeutics Inc,KPTI,NASDAQ,True,2.34
Kaspien Holdings Inc,KSPN,NASDAQ,True,0.2916
Katapult Holdings Inc,KPLT,NASDAQ,True,0.69
Kate Spade & Company,KATE,NYSE,False,
Kayak Software Corp. - Class A,KYAK,NASDAQ,False,
Kayne Anderson Energy Infrastructure Fund Inc,KYN,NYSE,True,8.32
Kayne Anderson NextGen Energy and Infrastructure Inc,KMF,NYSE,True,7.36
KB Home,KBH,NYSE,True,48.19
KBL Merger Corporation IV,KBLM,NASDAQ,False,
KBR Inc,KBR,NYSE,True,63.11
KBS Fashion Group Ltd,KBSF,NASDAQ,False,
Kcap Financial,KCAP,NASDAQ,False,
KCAP Financial Inc,KCAPL,NASDAQ,False,
Kcg Holdings Class A,KCG,NYSE,False,
KE Holdings Inc,BEKE,NYSE,True,17.12
KE Holdings Inc,BEKE,NYSE,True,17.12
Keane Group Inc,FRAC,NYSE,False,
Kearny Financial Corporation,KRNY,NASDAQ,True,7.68
Kellogg Company,K,NYSE,True,66.57
Kelly Services Inc,KELYA,NASDAQ,True,18.63
Kelly Services Inc,KELYB,NASDAQ,True,16.27
Kelso Technologies Inc,KIQ,AMEX,True,0.23
Kemet Corporation,KEM,NYSE,False,
Kemper Corporation,KMPR,NYSE,True,46.38
KemPharm Inc,KMPH,NASDAQ,False,
Kendle International Inc.,KNDL,NASDAQ,False,
Kenexa Corp. Common Stock,KNXA,NASDAQ,False,
Kennametal Inc,KMT,NYSE,True,29.03
Kennedy Wilson Holdings Inc,KW,NYSE,True,17.13
Kenon Holdings Ltd,KEN,NYSE,True,25.07
Kensey Nash Corp.,KNSY,NASDAQ,False,
Kensington Capital Acquisition Corp II,KCAC,NYSE,False,
Kensington Capital Acquisition Corp V,KCGI,NYSE,True,10.53
Kensington Capital Acquisition Corp.,KCACU,NYSE,False,
Kent Financial Services,KENT,NASDAQ,False,
Kentucky First Federal Bancorp,KFFB,NASDAQ,True,6.01
Kernel Group Holdings Inc,KRNL,NASDAQ,True,10.44
Keros Therapeutics Inc,KROS,NASDAQ,True,48.96
Keurig Dr Pepper Inc,KDP,NASDAQ,True,31.41
Keurig Dr Pepper Inc,KDP,NYSE,True,31.41
Kewaunee Scientific Corporation,KEQU,NASDAQ,True,16.0
Key Energy Services Inc,KEG,NYSE,False,
KeyCorp,KEY,NYSE,True,10.98
KeyCorp,KEY,NYSE,True,10.98
Keynote Systems,KEYN,NASDAQ,False,
Keyon Communication Hldgs,KYON,NASDAQ,False,
Keysight Technologies Inc,KEYS,NYSE,True,162.38
KeyTronic Corporation,KTCC,NASDAQ,True,5.76
Keyuan Petrochemicals,KEYP,NASDAQ,False,
Kezar Life Sciences Inc,KZR,NASDAQ,True,2.47
K-Fed Bancorp,KFED,NASDAQ,False,
Kforce Inc,KFRC,NASDAQ,True,62.3
Khd Humboldt Wedag International Ltd.,KHDH,NASDAQ,False,
Khosla Ventures Acquisition Company,KVSA,NASDAQ,True,10.22
Khosla Ventures Acquisition Company II,KVSB,NASDAQ,False,
Khosla Ventures Acquisition Company III,KVSC,NASDAQ,True,10.2
Kidpik Corporation,PIK,NASDAQ,True,0.63
Kilroy Realty Corporation,KRC,NYSE,True,29.69
Kimball Electronics Inc,KE,NASDAQ,True,26.05
Kimball International Inc,KBAL,NASDAQ,True,12.3
Kimbell Royalty Partners,KRP,NYSE,True,15.18
Kimberly Clark Corp,KMB,NYSE,True,134.72
Kimco Realty Corporation,KIM,NYSE,True,19.22
Kinder Morgan Inc,KMI,NYSE,True,17.32
Kinder Morgan Inc,KMI,NYSE,True,17.32
Kindercare Learning Companies Inc,KLC,NYSE,False,
Kindred Biosciences Inc,KIN,NASDAQ,False,
Kindred Healthcare,KND,AMEX,False,
Kindred Healthcare - Series A Warrants,KINDW,NASDAQ,False,
Kingold Jewelry Inc,KGJI,NASDAQ,True,0.0001
Kingstone Companies Inc,KINS,NASDAQ,True,1.31
Kingsway Financial Services Inc New,KFS,NYSE,True,8.89
Kingswood Acquisition Corp,KWAC,NYSE,True,11.49
Kiniksa Pharmaceuticals Ltd,KNSA,NASDAQ,True,15.03
Kinnate Biopharma Inc,KNTE,NASDAQ,True,3.73
Kinross Gold Corporation,KGC,NYSE,True,4.82
Kinross Gold Corporation,KGC,NYSE,True,4.82
KINS Technology Group Inc,KINZ,NASDAQ,False,
Kinsale Capital Group Inc,KNSL,NASDAQ,True,356.94
Kinsale Capital Group Inc,KNSL,NYSE,True,356.94
Kintara Therapeutics Inc,KTRA,NASDAQ,True,3.38
Kintera,KNTA,NASDAQ,False,
Kiora Pharmaceuticals Inc,KPRX,NASDAQ,True,0.81
Kirby Corporation,KEX,NYSE,True,76.04
Kirkland Lake Gold Ltd,KL,NYSE,False,
Kirklands Inc,KIRK,NASDAQ,True,3.03
Kiromic BioPharma Inc,KRBP,NASDAQ,True,3.34
Kismet Acquisition One Corporation,KSMT,NASDAQ,False,
Kismet Acquisition One Corporation,KSMTU,NASDAQ,False,
Kismet Acquisition Three Corporation,KIII,NASDAQ,False,
Kismet Acquisition Two Corporation,KAII,NASDAQ,False,
Kit Digital,KITD,NASDAQ,False,
Kite Pharma,KITE,NASDAQ,False,
Kite Realty Group Trust New,KRG,NYSE,True,21.06
KKR Acquisition Holdings I Corp,KAHC,NYSE,False,
KKR and Company Inc,KKR,NYSE,True,54.71
KKR Group Finance Co IX LLC,KKRS,NYSE,True,17.61
KKR Income Opportunities Fund,KIO,NYSE,True,11.21
KKR Real Estate Finance Trust Inc,KREF,NYSE,True,12.08
KL Acquisition Corporation,KLAQ,NASDAQ,False,
KLA Corporation,KLAC,NASDAQ,True,473.86
Klamath First Bancorp,KFBI,NASDAQ,False,
Kludeln I Acquisition Corporation,INKA,NASDAQ,False,
KLX Energy Services Holdings Inc,KLXE,NASDAQ,True,9.05
Kmg Chemicals,KMGB,NASDAQ,False,
Kmg Chemicals,KMG,NYSE,False,
Knape & Vogt Manufacturing,KNAP,NASDAQ,False,
Knbt Bancorp,KNBT,NASDAQ,False,
Knight Swift Transportation Holdings Inc,KNX,NYSE,True,57.29
Knoll Inc,KNL,NYSE,False,
Knology,KNOL,NASDAQ,False,
KnowBe4 Inc,KNBE,NASDAQ,False,
Knowles Corporation,KN,NYSE,True,17.31
Knowlton Development Corporation Inc,KDC,NYSE,False,
Kodiak Sciences Inc,KOD,NASDAQ,True,8.75
Kohlberg Capital Corp,KCAPR,NASDAQ,False,
Kohls Corporation,KSS,NYSE,True,22.06
Kohls Corporation,KSS,NYSE,True,22.06
Komag,KOMG,NASDAQ,False,
Kongzhong Corp. ADS,KZ,NASDAQ,False,
Koninklijke Philips NV,PHG,NYSE,True,19.53
Kontoor Brands Inc,KTB,NYSE,True,42.97
Kopin Corporation,KOPN,NASDAQ,True,2.26
Koppers Holdings Inc,KOP,NYSE,True,33.0
KORE Group Holdings Inc,KORE,NYSE,True,1.45
Korea Electric Power Corporation,KEP,NYSE,True,7.54
Korea Fund Inc,KF,NYSE,True,24.06
Korn Ferry,KFY,NYSE,True,51.25
Kornit Digital Ltd,KRNT,NASDAQ,True,27.59
Kos Pharmaceuticals,KOSP,NASDAQ,False,
Kosan Biosciences,KOSN,NASDAQ,False,
Kosmos Energy Ltd,KOS,NYSE,True,6.81
Kosmos Energy Ltd,KOS,NYSE,True,6.81
Koss Corporation,KOSS,NASDAQ,True,3.88
Kraft Foods Grp.,KRFTV,NASDAQ,False,
Kraft Foods Inc. - Common Stock Ex-Distribution When Issued,MDLZV,NASDAQ,False,
KraneShares CSI China Internet,KWEB,AMEX,True,27.85
Kraton Corporation,KRA,NYSE,False,
Kratos Defense & Security Solutions,KTOSD,NASDAQ,False,
Kratos Defense and Security Solutions Inc,KTOS,NASDAQ,True,14.34
Krispy Kreme Doughnuts,KKD,NYSE,False,
Krispy Kreme Inc,DNUT,NASDAQ,True,15.31
Kroger Co,KR,NYSE,True,45.76
Kroger Co,KR,NYSE,True,45.76
Kronos Bio Inc,KRON,NASDAQ,True,1.67
Kronos Worldwide Inc,KRO,NYSE,True,8.93
Krystal Biotech Inc,KRYS,NASDAQ,True,128.0
Ksw,KSW,NASDAQ,False,
K-Swiss Inc. - Class A,KSWS,NASDAQ,False,
K-Tron International,KTII,NASDAQ,False,
KU6 Media Co.,KUTV,NASDAQ,False,
Kubient Inc,KBNT,NASDAQ,True,0.6027
Kuke Music Holding Limited,KUKE,NYSE,True,0.708
Kulicke and Soffa Industries Inc,KLIC,NASDAQ,True,57.94
KULR Technology Group Inc,KULR,AMEX,True,0.67425
Kura Oncology Inc,KURA,NASDAQ,True,13.7
Kura Sushi USA Inc,KRUS,NASDAQ,True,84.76
KVH Industries Inc,KVHI,NASDAQ,True,9.51
Kymera Therapeutics Inc,KYMR,NASDAQ,True,23.38
Kyndryl Holdings Inc,KD,NYSE,True,12.34
Kyphon,KYPH,NASDAQ,False,
L B Foster Company,FSTR,NASDAQ,True,14.19
L Brands Inc,LB,NYSE,False,
L Catterton Asia Acquisition Corporation,LCAA,NASDAQ,True,10.385
L&F Acquisition Corp,LNFA,NYSE,False,
L&F Acquisition Corp,LNFAU,NYSE,False,
L3Harris Technologies Inc,LHX,NYSE,True,189.25
La Jolla Pharmaceutical Company,LJPC,NASDAQ,False,
La Z Boy Inc,LZB,NYSE,True,28.73
Labopharm Inc.,DDSS,NASDAQ,False,
Laboratory Corporation of America Holdings,LH,NYSE,True,220.74
Ladder Capital Corp,LADR,NYSE,True,10.56
Ladenburg Thalmann Financial Services Inc,LTSH,AMEX,True,16.5
Ladenburg Thalmann Financial Services Inc,LTSL,AMEX,True,17.2
Ladenburg Thalmann Financial Services Inc,LTSK,AMEX,True,16.5
Ladenburg Thalmann Financial Services Inc,LTSF,AMEX,True,17.0
Ladenburg Thalmann Financial Services Inc,LTS,AMEX,False,
Ladish Co.,LDSH,NASDAQ,False,
Laird Superfood Inc,LSF,AMEX,True,0.9069
Lake Shore Bancorp Inc,LSBK,NASDAQ,True,11.42
Lake Sunapee Bank Group,LSBG,NASDAQ,False,
Lakeland Bancorp Inc,LBAI,NASDAQ,True,15.01
Lakeland Financial Corporation,LKFN,NASDAQ,True,55.16
Lakeland Industries Inc,LAKE,NASDAQ,True,13.03
Lakeshore Acquisition I Corporation,LAAA,NASDAQ,False,
Lam Research Corporation,LRCX,NASDAQ,True,614.54
Lamar Advertising Company,LAMR,NASDAQ,True,93.25
Lamb Weston Holdings Inc,LW,NYSE,True,113.4
LAMF Global Ventures Corporation I,LGVC,NASDAQ,True,10.36
LAMF Global Ventures Corporation I,LGVCU,NASDAQ,True,10.5
Lancaster Colony Corporation,LANC,NASDAQ,True,199.38
Landcadia Holdings III Inc,LCY,NASDAQ,False,
Landcadia Holdings IV Inc,LCA,NASDAQ,True,10.11
Landec Corp,LNDC,NASDAQ,False,
Landmark Bancorp Inc,LARK,NASDAQ,True,21.6219
Landos Biopharma Inc,LABP,NASDAQ,True,3.74
Lands End,LEDMV,NASDAQ,False,
Lands End Inc,LE,NASDAQ,True,9.13
Landsea Homes Corporation,LSEA,NASDAQ,True,7.61
Landstar System Inc,LSTR,NASDAQ,True,187.77
Langer Inc.,GAIT,NASDAQ,False,
Lannett Company Inc,LCI,NYSE,True,0.66
Lanoptics Ltd.,LNOP,NASDAQ,False,
Lantern Pharma Inc,LTRN,NASDAQ,True,5.49
Lantheus Holdings Inc,LNTH,NASDAQ,True,88.78
Lantronix,LTRXD,NASDAQ,False,
Lantronix Inc,LTRX,NASDAQ,True,4.44
Lanvision Systems,LANV,NASDAQ,True,5.1
Laporte Bancorp,LPSB,NASDAQ,False,
Laporte Bancorp,LPSBD,NASDAQ,False,
Laredo Petroleum Inc,LPI,NYSE,False,
Large Scale Biology,LSBCD,NASDAQ,False,
Largo Inc,LGO,NASDAQ,True,4.29
Larimar Therapeutics Inc,LRMR,NASDAQ,True,3.51
Larkspur Health Acquisition Corporation,LSPRU,NASDAQ,False,
Larscom Incorporated,LARS,NASDAQ,False,
Las Vegas Sands Corp,LVS,NYSE,True,57.82
Lasercard Corp,LCRD,NASDAQ,False,
Laserscope,LSCP,NASDAQ,False,
Lastminute.Com Plc Ads,LMIN,NASDAQ,False,
Latch Inc,LTCH,NASDAQ,True,1.21
Latham Group Inc,SWIM,NASDAQ,True,3.54
Latham Group Inc,SWIM,NASDAQ,True,3.54
Latitude Communications,LATD,NASDAQ,False,
Lattice Semiconductor Corp,LSCC,NASDAQ,True,81.15
Laudus Mondrian Emerging Markets FD Investor Shs,LEMIX,NASDAQ,False,
Laudus Mondrian Emerging Markets FD Select Shs,LEMSX,NASDAQ,False,
Laudus Mondrian Global Government Fixed Income Fund,LMGDX,NASDAQ,False,
Laudus Mondrian International Equity Fund Investor Shs,LIEQX,NASDAQ,False,
Laudus Mondrian International Equity Fund Select Shs,LIEFX,NASDAQ,False,
Laureate Education Inc,LAUR,NASDAQ,True,12.36
Laurel Capital,LARL,NASDAQ,False,
LAVA Medtech Acquisition Corporation,LVAC,NASDAQ,True,10.43
LAVA Medtech Acquisition Corporation,LVACU,NASDAQ,True,10.4
LAVA Therapeutics NV,LVTX,NASDAQ,True,2.6
Lawson Products Inc,LAWS,NASDAQ,False,
Lawson Software,LWSN,NASDAQ,False,
Lazard Global Total Return and Income Fund Inc,LGI,NYSE,True,14.74
Lazard Growth Acquisition Corporation I,LGAC,NASDAQ,False,
Lazard Ltd,LAZ,NYSE,True,30.64
Lazard World Dividend and Income Fund Inc,LOR,NYSE,False,
Lazydays Holdings Inc,LAZY,NASDAQ,True,11.71
LCI Industries,LCII,NYSE,True,122.11
LCNB Corporation,LCNB,NASDAQ,True,15.185
LDH Growth Corporation I,LDHA,NASDAQ,False,
Ldr Holding Corp.,LDRH,NASDAQ,False,
Lead Edge Growth Opportunities Ltd,LEGA,NASDAQ,False,
Leading Brands - Common Shares,LBIXD,NASDAQ,False,
Leaf Group Ltd,LEAF,NYSE,False,
Leap Therapeutics Inc,LPTX,NASDAQ,True,0.6749
Leap Wireless International,LEAP,NASDAQ,False,
Leapfrog Enterprises,LF,NYSE,False,
Leaping Group Co.,YZCM,NASDAQ,False,
Lear Corp,LEA,NYSE,True,134.78
Learn CW Investment Corporation,LCW,NYSE,True,10.46
Learning Care Grp.,LCGI,NASDAQ,False,
Lecroy Corp.,LCRY,NASDAQ,False,
Lee Enterprises Inc,LEE,NASDAQ,True,14.0
Lee Enterprises Inc,LEE,NYSE,True,14.0
Leesport Financial,FLPB,NASDAQ,False,
Lefteris Acquisition Corporation,LFTR,NASDAQ,False,
Legacy Acquisition Corp,LGC,NYSE,False,
Legacy Bancorp,LEGC,NASDAQ,False,
Legacy Housing Corporation,LEGH,NASDAQ,True,21.09
Legacy Reserves Inc.,LGCY,NASDAQ,False,
LegacyTexas Financial Group Inc,LTXB,NASDAQ,False,
LegalZoom com Inc,LZ,NASDAQ,True,12.3
Legato Merger Corporation,LEGO,NASDAQ,False,
Legato Merger Corporation II,LGTO,NASDAQ,False,
Legato Merger Corporation II,LGTOU,NASDAQ,False,
Legg Mason Inc,LMHA,NYSE,False,
Legg Mason Inc,LMHB,NYSE,False,
Legg Mason Inc,LM,NYSE,False,
Leggett and Platt Inc,LEG,NYSE,True,32.2
Leidos Holdings Inc,LDOS,NYSE,True,82.55
Leisure Acquisition Corporation,LACQ,NASDAQ,False,
Leju Holdings Limited,LEJU,NYSE,True,1.795
LeMaitre Vascular Inc,LMAT,NASDAQ,True,64.94
Lemonade Inc,LMND,NYSE,True,19.46
LendingClub Corporation,LC,NYSE,True,9.34
LendingTree Inc,TREE,NASDAQ,True,22.24
Lennar Corp,LEN,NYSE,True,113.37
Lennar Corporation (Class B),LENB,NYSE,False,
Lennox International Inc,LII,NYSE,True,304.98
LENSAR Inc,LNSR,NASDAQ,True,3.81
LENSAR Inc,LNSRV,NASDAQ,False,
Leo Holdings Corp II,LHC,NYSE,True,10.6
Leo Holdings III Corp,LIII,NYSE,False,
Leonardo DRS,DRS,NYSE,True,16.67
Lerer Hippeau Acquisition Corporation,LHAA,NASDAQ,False,
Lesco,LSCO,NASDAQ,False,
Leslies Inc,LESL,NASDAQ,True,10.59
Leucadia National Corp.,LUK,NYSE,False,
Level Brands,LEVB,AMEX,False,
Level One Bancorp Inc,LEVL,NASDAQ,False,
Levere Holdings Corporation,LVRA,NASDAQ,False,
Levi Strauss and Co,LEVI,NYSE,True,14.49
Lexar Media,LEXR,NASDAQ,False,
Lexaria Bioscience Corporation,LEXX,NASDAQ,True,0.7728
Lexicon Pharmaceuticals Inc,LXRX,NASDAQ,True,3.03
LF Capital Acquisition Corporation,LFAC,NASDAQ,True,10.63
LF Capital Acquisition Corporation II,LFACU,NASDAQ,True,11.105
LGI Homes Inc,LGIH,NASDAQ,True,129.22
LGL Group Inc,LGL,AMEX,True,4.66
LGL Systems Acquisition Corp,DFNS,NYSE,False,
LHC Group,LHCG,NASDAQ,False,
Li Auto Inc,LI,NASDAQ,True,32.02
Li Cycle Holdings Corp,LICY,NYSE,True,5.28
Lianluo Smart Ltd,LLIT,NASDAQ,False,
Libbey Inc,LBY,AMEX,False,
Liberty All Star Equity Fund,USA,NYSE,True,6.13
Liberty All Star Growth Fund,ASG,NYSE,True,5.26
Liberty Broadband Corporation,LBRDA,NASDAQ,True,76.08
Liberty Broadband Corporation,LBRDK,NASDAQ,True,76.18
Liberty Expedia Holdings Inc,LEXEA,NASDAQ,False,
Liberty Expedia Holdings Inc,LEXEB,NASDAQ,False,
Liberty Global Plc,LBTYA,NASDAQ,True,17.12
Liberty Global Plc,LBTYB,NASDAQ,True,16.3001
Liberty Global Plc,LBTYK,NASDAQ,True,18.1
Liberty Global PLC,LBYAV,NASDAQ,False,
Liberty Global PLC,LBYKV,NASDAQ,False,
Liberty Lane Aquisition Corp,LLACU,NASDAQ,False,
Liberty Latin America Ltd,LILA,NASDAQ,True,8.46
Liberty Latin America Ltd,LILAK,NASDAQ,True,8.39
Liberty Latin America Ltd.,LILK,NASDAQ,False,
Liberty Media - Liberty Starz Ser A Common Stock,LSTAV,NASDAQ,False,
Liberty Media - Liberty Starz Ser B Common,LSTBV,NASDAQ,False,
Liberty Media - Series B Liberty Entertainment,LMDIB,NASDAQ,False,
Liberty Media Acquisition Corporation,LMACA,NASDAQ,False,
Liberty Media Corp A,LMDIA,NASDAQ,False,
Liberty Media Corp. - Liberty Cap Class A Common Stock,LCAPA,NASDAQ,False,
Liberty Media Corp. - Liberty Cap Class A Common Stock,LCPAD,NASDAQ,False,
Liberty Media Corp. - Liberty Cap Class B Common Stock,LCAPB,NASDAQ,False,
Liberty Media Corp. - Liberty Cap Class B Common Stock,LCPBD,NASDAQ,False,
Liberty Media Corp. - Liberty Starz Class A Common Stock,LSTAD,NASDAQ,False,
Liberty Media Corp. - Liberty Starz Class A Common Stock,LSTZA,NASDAQ,False,
Liberty Media Corp. - Liberty Starz Class B Common Stock,LSTBD,NASDAQ,False,
Liberty Media Corp. - Liberty Starz Class B Common Stock,LSTZB,NASDAQ,False,
Liberty Media Corp. - Series A,LMCAD,NASDAQ,False,
Liberty Media Corp. - Series A,LMCAV,NASDAQ,False,
Liberty Media Corp. - Series B,LMCBD,NASDAQ,False,
Liberty Media Corp. - Series B,LMCBV,NASDAQ,False,
Liberty Media Corporation,BATRA,NASDAQ,True,39.63
Liberty Media Corporation,BATRK,NASDAQ,True,38.41
Liberty Media Corporation,FWONA,NASDAQ,True,67.73
Liberty Media Corporation,FWONK,NASDAQ,True,75.38
Liberty Media Corporation,LSXMA,NASDAQ,True,29.84
Liberty Media Corporation,LSXMB,NASDAQ,True,27.99
Liberty Media Corporation,LSXMK,NASDAQ,True,29.79
Liberty Oilfield Services Inc,LBRT,NYSE,True,13.72
Liberty Oilfield Services Inc.,BDFC,NYSE,False,
Liberty Property Trust,LPT,NYSE,False,
Liberty Resources Acquisition Corporation,LIBY,NASDAQ,True,10.74
Liberty Resources Acquisition Corporation,LIBYU,NASDAQ,True,10.87
Liberty Satellite And Tech,LSTTA,NASDAQ,False,
Liberty TripAdvisor Holdings Inc,LTRPA,NASDAQ,True,0.62
Liberty TripAdvisor Holdings Inc,LTRPB,NASDAQ,True,30.48
Life Storage Inc,LSI,NYSE,True,129.14
Life Time Group Holdings Inc,LTH,NYSE,True,20.6
Lifecell Corp,LIFC,NASDAQ,False,
Lifecore Biomedical,LCBM,NASDAQ,False,
LifeGoal General Conservative Investment,SAVN,NYSE,True,8.805
LifeGoal Vacation Investment,SUNY,NYSE,False,
LifeGoal Wealth Builder,WLTH,NYSE,True,8.344
LifeMD Inc,LFMD,NASDAQ,True,2.39
LifeSci Acquisition Corporation,LSAC,NASDAQ,False,
LifeSci Acquisition Corporation,LSACW,NASDAQ,False,
LifeSci Acquisition II Corporation,LSAQ,NASDAQ,False,
LifeStance Health Group Inc,LFST,NASDAQ,True,8.43
Lifetime Brands Inc,LCUT,NASDAQ,True,5.03
Lifevantage Corp. - When Distributed,LFVNV,NASDAQ,False,
Lifevantage Corporation,LFVN,NASDAQ,True,4.7
Lifeway Foods Inc,LWAY,NASDAQ,True,7.0
Ligand Pharmaceuticals Incorporated,LGND,NASDAQ,True,74.28
Ligand Pharmaceuticals Incorporated,LGNDD,NASDAQ,False,
Light Sciences Oncology,LSON,NASDAQ,False,
Lightbridge Corporation,LTBR,NASDAQ,True,4.83
LightInTheBox Holding Co Ltd,LITB,NYSE,True,1.21
LightJump Acquisition Corporation,LJAQ,NASDAQ,False,
Lightning eMotors Inc,ZEV,NYSE,True,3.62
Lightpath Technologies Inc,LPTH,NASDAQ,True,1.5
Lightspan,LSPN,NASDAQ,False,
Lightspeed Commerce Inc,LSPD,NYSE,True,14.72
Lightwave Logic Inc,LWLG,NASDAQ,True,8.8
Lihir Gold,LIHR,NASDAQ,False,
Lilis Energy Inc,LLEX,AMEX,False,
Lilium NV,LILM,NASDAQ,True,1.09
Limbach Holdings Inc,LMB,NASDAQ,True,23.38
Limco -Piedmont Inc.,LIMC,NASDAQ,False,
Limelight Networks Inc,LLNW,NASDAQ,False,
Limestone Bancorp Inc,LMST,NASDAQ,True,23.42
Liminal BioSciences Inc,LMNL,NASDAQ,True,6.71
